1	大数据时代下网络爬虫的刑事入罪规制	李佳晓	上海政法学院刑事司法学院	2023/12/15	青岛远洋船员职业学院学报	期刊	网络爬虫; 恶意爬虫行为; 主客观统一原则; 罪刑法定原则	大数据时代下，数据信息呈爆炸式增长，网络爬虫作为一款数据搜索引擎应运而生，但在其使用过程中相关数据安全法益遭受到威胁。纵观实践中有关爬虫行为涉及的案件，以相关计算机信息系统被侵害案件与相关公民个人信息被侵害案件居多；而前者所涉及的罪名中，涉嫌非法侵入计算机信息系统和非法获取计算机信息系统数据的罪名较多。网络爬虫作为一项中立性的技术工具，只有在被划归为恶意爬虫行为时才需由刑法予以规制，而由于法律本身存在滞后性的缺点，恶意爬虫行为的入罪路径需要进一步明晰。总体来说，对于恶意爬虫之行为入罪不能脱离基本的定罪原则即主客观相统一原则和罪刑法定原则。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmaITjljQ4FDadToxEFvyZeul4NZnlEzH81p1TV8sCrPqyQGwTiDLuXjYz_9xNnMeUyV0Du2C8O20oLvHIaAgD0sxxWVKSk4vCSfmqWwl21oDBlT7DweD9QNiLJIoC1Zcw=&uniplatform=NZKPT&language=CHS
21	网络爬虫生成物的著作权规制	肖海周瑞平廖石昕	华东交通大学人文社会科学学院	2023/6/15	滨州学院学报	期刊	网络爬虫生成物; 著作权; 规制; 侵权责任	网络爬虫生成物作为数据时代的新生事物，其对现有著作权的适用及网络空间秩序产生了严峻挑战，亟须在反思现有网络爬虫生成物著作权规范体系不足的基础上，加强完善著作权以回应网络爬虫生成物著作权规制的现实需求。落实侵权主体法律责任、明确网络爬虫生成物的侵权责任归责原则、建立完善网络爬虫生成物监管制度与提高爬虫协议的规范效力等措施，不失为解决现存难题的重要突破口。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUknLLR3urkCRk1MbeqDEuWcLvXmEcpgYZ4HCfAujJC3CvT0L1Ip-qieYVRZQ1WuhG-59oT6T1ZdO_EGB6vQkIGVeLe3qQYSu4_94u8qZ75HdlzlXJkRO4Oh3ESRNA3IT5y-ZcTs9QmcSQ==&uniplatform=NZKPT&language=CHS
22	我国网络爬虫技术的数据合规法律风险及其完善建议――以我国网络爬虫511个案例的实证分析为出发点	严嘉欢1钱书豪2王宇婷3巩浩3	1. 华东政法大学国际金融法律学院2. 西北政法大学公安学院3. 西北政法大学民商法学院	2023/6/12 17:41	《上海法学研究》集刊2023年第6卷――2023年世界人工智能大会青年论坛论文集	中国会议	网络爬虫; 数据合规; 个人信息; 数据安全; 实证分析; 企业合规	"网络爬虫作为数据时代重要的数据分析、数据挖掘工具,获得了互联网企业的青睐,然而网络爬虫的肆意生长还暗含刑事违法的风险。最高人民检察院发布的《涉案企业合规典型案例(第三批)》其中重点提到了网络爬虫刑事合规案件,足以看出我国对于网络爬虫数据合规的重视性。通过对于我国2013―2022年的511个网络爬虫案件进行数据实证分析,发现目前我国企业使用网络爬虫技术数据合规的现存三个方面问题,即事前网络爬虫爬取行为的授权性未知、事中网络爬虫爬取数据范围的模糊性、事后网络爬虫爬取数据使用的不可控。针对上述问题提出我国企业使用网络爬虫数据合规的完善建议,包括事前强调网络爬虫爬取数据的授权前提、事中明确爬虫爬取数据范围的合法性、事后确保爬取数据使用的合规性。"	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUlNVtyKziY6Bcp6968-4kaXp5EwTbtM2RCsR-IQWQPsW-jU3mDpu1GiI5OSCLLdu4AriI0JVT0yU_vlimWrSF0KbEnbQ70J7IIPuUN9UGEXlmuYUhRua9ugu-WDfwrhiQxcwQsWLxSbRw==&uniplatform=NZKPT&language=CHS
23	基于Selenium框架的反爬虫程序设计与实现	王帅	湖南财经工业职业技术学院	2023/6/1	信息记录材料	期刊	大数据; 爬虫程序; Selenium框架; 反爬虫	大数据时代数据的重要性受到了人们的广泛重视。如何有效保护网络数据资源，精准防控网络爬虫程序对数据进行不当收集和对服务器资源造成破坏，适当的反爬虫程序的设计与实现尤为重要。反爬虫程序能够实现自动监控网络爬虫程序带来的破坏，提高人工监控数据的效率。本文实现了基于Selenium框架的反爬虫程序设计，经过实际的数据测试，融合了Selenium框架的反爬虫程序设计能够在一定程度上提高网站的反爬虫效率。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkGuT_x9IiDDAH45cA1nmkvMOxcw0nLv-cA0NhsjN4g9g_8q59gKEK-Ds8e_PIexXGB4Boq1Ih9id8vu_G6TtP5hp2V5KPHHFn8IO3hQanRjYTSepfBH6b9ChNVNSAt_rrJAgodU7URRw==&uniplatform=NZKPT&language=CHS
24	基于Python的网络爬虫技术研究	崔欢欢	长江工程职业技术学院	2023/6/1	信息记录材料	期刊	网络爬虫; Python语言; Scrapy框架	随着网络中数据量的快速增长，网络爬虫作为搜索引擎中非常关键的一项技术，如何准确、高效地批量获取到更具价值的信息一直是其研究难点。针对此问题，本文基于Python语言的Scrapy框架展开了深入研究，在此基础上构建了通用的网络爬虫框架，并针对其关键模块的功能实现进行了详细阐述，为相关研究提供了一定的参考价值。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUlB1YbbQ8JiWpuaGK6vO_cUpu-EB8YIe5R4UYBLL285Yf-kAzv9IHzzHJTyNzN67rxQiSlJG7qRn9cVSJmrqhNPdfVF1UK1cywrn1zk1oG33iLHQOtsc4F8kLN_yOj6CXyLOsMMNb_7IA==&uniplatform=NZKPT&language=CHS
25	团队成员多样性与团体标准化：基于临时团队视角的两阶段研究	刘文韬	吉林大学	2023/6/1	吉林大学	博士	团体标准化; 团队成员知识多样性; 团队成员结构多样性; 信息深度加工; 工作复杂度; 政府参与	"在过去近二十年的全球市场发展变革中,决策者们常常将标准化视为国家战略,掌握标准话语权对赢得市场主导地位具有重要影响。我国标准化战略的实施相对英美日德等发达国家起步较晚,标准化体系有待完善,标准化发展的滞后使我国在国际市场竞争中常因标准壁垒而受制于人。与此同时,随着近年国内各行业科技的发展和商业模式的转变,新生事物也快速出现并参与到市场竞争中,因此市场对于新标准的需求也随之增加。团体标准是2018年新《中华人民共和国标准化法》颁布之后被正式确定的标准形式,其主要作用是在不断发展的市场环境中,快速准确地满足创新和市场对新标准的需求。2023年2月,国家发布的《质量强国建设纲要》明确指出,要“培育以技术、标准、品牌、质量、服务等为核心的经济发展新优势”。团体标准作为市场主导制定的自愿性标准,是我国目前“政府主导+市场导向”协调发展新标准体系下的重要分支。团体标准化是实现《国家标准化纲要》发展目标的重要抓手,有利于全面形成市场驱动、政府引导、企业为主、社会参与、开放融合的标准化工作格局。因此,在以企业为主体的团体标准化工作背景下,本研究希望探寻能够高效高质量地完成团体标准研制工作的路径,探究影..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUnF2YzlTI6_cyZ4P0Bd3oPDjcRk4w97lINuxSyWZ6rKlnNRXd3ZYuHP_FNRaeheBKaj96ETE9KcmJSxPNl4riRtkvA1V3bUrmmF4VfJADmmz16esDjKLNFanyj3aVdm3HMnXYsNNywuug==&uniplatform=NZKPT&language=CHS
26	团队成员多样性与团体标准化：基于临时团队视角的两阶段研究	刘文韬	吉林大学	2023/6/1	吉林大学	博士	团体标准化; 团队成员知识多样性; 团队成员结构多样性; 信息深度加工; 工作复杂度; 政府参与	"在过去近二十年的全球市场发展变革中,决策者们常常将标准化视为国家战略,掌握标准话语权对赢得市场主导地位具有重要影响。我国标准化战略的实施相对英美日德等发达国家起步较晚,标准化体系有待完善,标准化发展的滞后使我国在国际市场竞争中常因标准壁垒而受制于人。与此同时,随着近年国内各行业科技的发展和商业模式的转变,新生事物也快速出现并参与到市场竞争中,因此市场对于新标准的需求也随之增加。团体标准是2018年新《中华人民共和国标准化法》颁布之后被正式确定的标准形式,其主要作用是在不断发展的市场环境中,快速准确地满足创新和市场对新标准的需求。2023年2月,国家发布的《质量强国建设纲要》明确指出,要“培育以技术、标准、品牌、质量、服务等为核心的经济发展新优势”。团体标准作为市场主导制定的自愿性标准,是我国目前“政府主导+市场导向”协调发展新标准体系下的重要分支。团体标准化是实现《国家标准化纲要》发展目标的重要抓手,有利于全面形成市场驱动、政府引导、企业为主、社会参与、开放融合的标准化工作格局。因此,在以企业为主体的团体标准化工作背景下,本研究希望探寻能够高效高质量地完成团体标准研制工作的路径,探究影..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmY2O5nPGYmO1TOQhB9s0c5-NWw9vCXSQvGZqnImo9oJmnmViYH5c__CuWVvMpmaIPtRfn9aqR7GaChmneYfFihAAM6iABFoBgadq4H8sAgPdGSxeNWyJljqjP9igKEMkPli4tWC2U5iw==&uniplatform=NZKPT&language=CHS
27	网络爬虫的刑法规制研究	杨瑞虹	贵州师范大学	2023/6/1	贵州师范大学	硕士	网络爬虫; 数据; 刑法规制	"大数据时代下,网络爬虫作为数据爬取的工具,在数据的流通中发挥着重要作用。爬虫技术快速发展的同时引发了一些法律问题。2017年网络爬虫入刑第一案掀起了实务中刑法规制网络爬虫的热潮,亦引发了理论界对刑法规制网络爬虫的思考。网络爬虫的刑法规制已是既定事实,关键在于如何完善网络爬虫的刑法规制。第一章介绍网络爬虫的概念、属性、工作原理以及行为样态,在了解网络爬虫技术特性的基础上,分析网络爬虫刑法规制的必要性。第二章介绍网络爬虫刑法规制的现状,包括立法现状与司法现状。通过实证研究对现有公开的网络爬虫的案例进行分析,发现网络爬虫的刑事立法存在滞后性、缺乏体系性;实务中存在网络爬虫民刑边界不清,刑法规制愈发严厉,罪名认定呈口袋化趋势,罪数区分不准确等问题。第三章界定网络爬虫的入罪边界。网络爬虫构成犯罪是适用刑法的前提。通过借鉴域外经验,在明确爬虫协议法律属性和数据概念的基础上,从形式不法和实质不法两方面界定网络爬虫罪与非罪的边界。形式不法是指网络爬虫的行为违反授权,其中违反爬虫协议或合约授权的承担民事责任,突破反爬取措施的构成犯罪。实质不法是指爬取对象不法且造成了实质的法益侵害。最后一章提出网络爬虫刑..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkhyObOFdzKrq9jj4CJlUxn0TrXkOKOdFzpuALYGaB80WiWooqiCFBbVwpXCbk4_0uossL7LmnlQTgRl13WNeMN5Se_6utXmWbCAeqvacz3iKlLArpw1bMLw4JP2zPsMxbdECaRz-hGow==&uniplatform=NZKPT&language=CHS
28	基于不均衡数据重抽样方法的虚假舆论分析――以上海市新冠疫情为例	崔悦萍	江西财经大学	2023/6/1	江西财经大学	硕士	不均衡数据; 机器学习; 深度学习; 高级语言模型; Tree-SVR算法	"不均衡数据是指两类或多类样本数量分布极度不均衡的数据,不均衡数据重抽样技术,是将不均衡数据集通过重抽样技术改变数据集内不同类别间的数据分布,加工成均衡数据集后再展开统计分析或算法研究。舆论永恒存在于社会之中,真实舆论和虚假舆论也对立存在,本文重点研究上海疫情期间相关舆论的分类问题,因为两类舆论数量的分布极不均衡,并且关注点在少数虚假舆论样本,所以属于不均衡数据集。既然存在虚假舆论就需要一种鉴别机制去识别和判断,避免不科学的言论影响社会的发展和群众的社会生活。利用网络技术鉴别虚假舆论,其本质是一个文本分类问题,即寻找一个合适的分类算法将舆论数据精确分类。本文首先探究不均衡数据重抽样的技术,尝试通过重抽样技术改善不均衡数据的分类问题,并将其应用于上海疫情舆论的研究分析中。本文以2022年3月份至10月份期间的上海疫情虚假舆论为研究对象,以今日头条中的新闻资讯和微头条为数据来源,通过网络爬虫技术获取上海新冠疫情相关的舆论,将经过预处理和重抽样后的数据集代入传统机器学习(如SVM、LR、决策树、朴素贝叶斯、K-NN)、深度学习(如CNN、LSTM、Bi-LSTM、C-LSTM、HAN、Conv..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkhyObOFdzKrq9jj4CJlUxn0TrXkOKOdFzpuALYGaB80f37jsilL6DzO8BI9JVyQm6ES6MGp3-YxtnRHG3xvN5t0Y1BWcTbBq47plP2HqtmnZOKiI2qVZBUdgjZ7n4shb93wTV8SFoXuA==&uniplatform=NZKPT&language=CHS
29	基于大型赛事的网络文本命名实体识别研究及系统实现	焦东保	浙江工商大学	2023/6/1	浙江工商大学	硕士	2022亚运会; 网络爬虫; 命名实体识别; 注意力机制	"随着互联网的快速发展,人们的生活节奏不断加快,从海量的文本中快速地提取有价值的信息更符合当代智能化的生活方式。命名实体识别技术应运而生,该技术可以通过识别文本中特定的实体词,来快速的获得文本核心内容,满足了人们快速获取高质量信息的需求。如今越来越多的大型赛事借助智能化的手段,来获取关键信息为赛事的组织和推广工作提供科学的指导,本文以2022年杭州亚运会的网络文本作为主要研究对象,对其进行命名实体识别研究,主要研究过程及成果如下:一、制作与亚运会相关的特定数据集。由于目前并没有公开的亚运会相关数据集,因此本文通过网络爬虫技术对“今日头条”“新浪微博”等网络平台进行数据爬取,获得原始数据。将获得的原始数据进行预处理,再使用Han LP自动标注工具对数据进行标注,最后通过人工的方式对数据集进行查缺补漏,从而制作成完整的有关亚运会的特定数据集,以供后续模型训练。二、提高命名实体识别模型的识别效果。本文充分考虑亚运会文本数据集的特点,对命名实体识别任务中BERE-Bi LSTM-CRF经典模型进行改进,改进方面主要有两点:(1)使用MACBERT模型代替传统的BERT模型,该模型对BERT模型中..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUlVh_cnpkrUtSeRSWBVanygP2zxpP1R-kMcjyu7rDYoqzgrV_wHR2hxzhnmMoxsbMEQ-uTk92qKcFHxKN2gjfDZDVHfEqtuVYKdY2YWbUYVw682EpG1pTE_VY_bbKKZWdmMhdYHSxMjIg==&uniplatform=NZKPT&language=CHS
30	网络爬虫技术应用的行政法规制研究	刘超芹	河南大学	2023/6/1	河南大学	硕士	网络爬虫技术; 数据收集; 个人信息保护; 行政法规制	"作为新兴的生产要素,数据资源已经成为互联网企业生存和发展的关键以及经济发展的核心。网络爬虫技术因其收集数据高效且精准的特点成为数据需求者获取数据的主要手段。然而,网络爬虫技术在诸多领域普遍适用的同时,滥用事件也频频出现在大众的视野中,并产生了隐私泄露、侵占公共资源、危害公共安全等风险,成为行政法必须回应与规制的新问题。现有行政法制度规则是否对网络爬虫技术应用作出了有效的调整?如何从立法、监管、救济等角度规范爬虫技术的应用行为,平衡数据权利保护与数据流动需求,是本文探究的主旨。行政法规制网络爬虫技术的应用,可规范用户的使用行为、弥补民法、经济法及刑法规制的不足,但在具体规制过程中也存在一些问题。目前个人信息保护、数据安全、网络安全等领域的立法虽为规制爬虫技术的应用提供了法律依据。但是,行政立法规范缺乏针对性、合法及正当性原则模糊不清以及告知同意规则滞后的现实使得规范爬虫技术应用的制度规则呈现迟滞化防控;行政监管过程中监管主体职能交叉、监管范围有限及事前引导性手段欠缺的问题,阻碍了对爬虫技术应用的有效监管;行政机关利用爬虫技术侵权后法律救济渠道的不顺畅,难以保障数据主体的权益;行业自律的行..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkiGsY_IOiJ7lGrQTOdHx5O3wqrJOX-XDflJRjOJqMa2Ox9qRQQLOo81mE2_ZpJ7RQXwKpSNRg1uUHEPzA-QbnHWijrNuv8mbywY-rlBZG3YkyN7pQtSw1dqN4UjKAiIdR-OBWKMvqa5A==&uniplatform=NZKPT&language=CHS
31	基于数据挖掘的水果区域公用品牌竞争力研究――以“赣南脐橙”为例	郑家维	华中农业大学	2023/6/1	华中农业大学	硕士	数据挖掘; 区域公用品牌; 品牌竞争力; 爬虫; 赣南脐橙	"当今,农产品市场竞争越来越为激烈,尤其表现为品牌的竞争,“酒香不怕巷子深”的时代已经过去,农产品区域公用品牌提升竞争力势在必行。当前数据挖掘技术作为一种重要的数据搜索与处理技术,能够有效地从互联网丰富的信息数据中找出潜在的有用的信息,为各决策主体提供相应的支持。本文通过查找与梳理相关文献,对农产品区域公用品牌相关概念进行了界定,奠定本文理论基础。随后以赣南脐橙为例,对赣南脐橙脐橙品牌竞争力进行了特征事实分析,从品牌资源力、品牌基础力、品牌支撑力和品牌支撑力四个方面对赣南脐橙品牌竞争力进行了评价。最后运用网络爬虫技术进行赣南脐橙品牌竞争力的研究,运用数据爬虫软件获取到消费者对于赣南脐橙品牌的评论数据,并对其进行分析,最后构建出赣南脐橙品牌竞争力评价指标体系,并针对性提出提升赣南脐橙品牌竞争力的对策建议。基于全文研究,本文得出了如下结论:(1)农产品区域公用品牌具有独特的地域属性特征,依靠独特的资源禀赋能够获得比较优势,把比较优势转化为竞争优势才能更好提升农产品区域公用品牌竞争力。(2)农产品区域公用品牌具有公共物品、产权不明晰的属性特征,厘清农产品区域公用品牌建设与经营主体是提升品牌竞争..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUm9tWnCSepoIrUrbAAJeegVHKuInXmA5B3RMoIe4cyxYyfN_sUS1Fs9umSoTRJVqeCf2lIthO7wott0dR1SN4TRvn1DMc1uddxsBj3y17fkEDtG4VaxWJlHi0MWj0YRCEUqtSKFny9ZOw==&uniplatform=NZKPT&language=CHS
32	基于文本挖掘技术的第十四届全运会网络舆情研究――以新浪微博平台为例	张义祥	西安体育学院	2023/6/1	西安体育学院	硕士	第十四届全运会; 网络舆情; 文本挖掘; 机器学习; LDA主题模型	"据第50次《中国互联网发展状况统计报告》显示,我国互联网用户数量达10.51亿,可见,网络已成为国民生活中不可或缺的一部分。新浪微博作为中国最大的社交媒体平台,不仅承担着中国网民娱乐的需求,呈现来自各界民众的声音,同时蕴含着大量具有舆论导向作用的主流媒体用户的声音。他们覆盖各个领域,实时产生着数以万计的用户评论数据,这些评论数据都较为真实地反映着社情民意,以及民众对一些热点事件的态度及情绪。对于体育赛事而言,其网络舆情对于赛事的举办、比赛的发展也具有重要作用。如若网络舆情能够朝着正向发展,不涉及舆情危机,那么政府或者赛事的举办方可利用舆论引起网民关注,推广体育比赛、传播体育精神等。但另一方面,体育赛场“暴力事件”、“暴力冲突”时有发生;运动员比赛发挥失常、结果不尽人意、裁判判罚不公等情况都会引起网民的不满和负面情绪,产生舆情危机。因此,如何从海量的文本数据中把握体育赛事网络舆情的走向,了解民众的发展意见,避免舆论导向走偏,充分发挥政府对热点事件的洞察力以及领导能力,是我们所需要研宄与讨论的。2021年第十四届全运会作为我国的大型体育赛事,是全民围观的公共话题,极易形成网络舆情。本研究区..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUnICvL4dU1hgzVWJ0NCxI_Ozd5D4BLRvpS8ngquOpn4ogEGyNyiFGN8kjhVSnQLR_HRY1Yg6w059VxqD5Q76eu_I8UA-nIHkwbHfFOyzpczi6mwZc5vtjkHi6qhI69rAMl5qeRfuYAu4w==&uniplatform=NZKPT&language=CHS
33	网络爬虫刑法规制研究	李瑾	中国矿业大学	2023/5/31	中国矿业大学	硕士	网络爬虫; 刑法规制; 非法获取计算机信息系统数据罪; 入罪边界	"在大数据时代,网络爬虫作为一种数据抓取的算法,由于具备高效率性和准确性的优势,常被应用于搜索引擎、舆情分析、漏洞检测等多个领域。虽然网络爬虫技术本身是中立的,没有合法与非法的区别,但这种技术一旦运用不当,便可能偏离其预期目的,甚至严重威胁着信息系统和数据安全。近年来,有关数据爬取的法律纠纷与日俱增,数据中蕴含的人身权益、经济利益和公共安全问题也日益凸显。司法实践表明,法律对网络爬虫的规制从民法、行政法向刑法延申,网络爬虫的刑法规制问题逐渐引起了学界和实务界的重视。然而面对新技术的兴起,我国的刑法规制一方面由于现行立法的“先天不足”和司法解释的“后天缺陷”,导致对数据安全法益缺乏周延保护,既存罪名也存在“口袋化”现象。另一方面则呈现出严厉化的趋势,对网络爬虫突破反爬措施的行为性质不加区分而一律认定为“非法侵入”,对爬取公开数据的行为一律入罪。本文在梳理现有刑法规定、司法解释以及司法实践的基础上,首先,从网络爬虫技术原理出发,依托于对技术的全面理解,把握计算机或数据安全保障机制的内涵,从而明确一般反爬措施与安全保障机制的区别。其次,从网络爬虫的法益侵害性和现有规制措施的局限性来论证刑法介入..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmabm8Y8YndZ8Uqdkb9pknlYHPMrVzbtyZrptEmBIZGmvZD_JB58dGC_pWQgxYvGw8g1mgpzxE22KPDVvA0MafdJFX8quhhHRnNcQGsss4DLHKwMzgYCefqGTJ32e_2VWmWAlpYtfrSZQ==&uniplatform=NZKPT&language=CHS
34	论网络爬虫的刑事合规	董文蕙潘郑伟	华南理工大学法学院	2023/5/31	数据法学	辑刊	网络爬虫; 刑事风险; 刑事合规	"近年来,网络爬虫技术作为一种数据收集手段越发活跃,在给人们提供快速掌控网络数据便利的同时,也随之产生了一系列由于信息高度共享而带来的法律问题。由于目前我国刑法理论对于网络爬虫等类似功能的互联网技术之中立性本质缺乏体系化的理解,在实际的刑事司法实践中,对于该技术的刑事风险评价也开始趋于扩张化。为了解决技术特征给网络爬虫行为犯罪带来的规制难题,同时保证富有价值的数据能够相对不受限地自由流通,应当在数据领域引入刑事合规体系,在厘清数据权利真实权属的前提下,针对不同类型的爬虫行为建立专项合规制度,准确判断爬虫行为所引发的刑事责任,为预防网络爬虫等其他信息技术犯罪提供可借鉴的范式。"	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmTpVHK9cfmNH2FGAabckUxK3BZ_aZxMLzxH2gSdf3h7xFGdNAktyLwdMaj2nBlMMn6k1nwClCdWJTlwu82qQPpEJq4sWT5NoRi16oYLWn1RALMoNDmVmlfiqbDka5jlpw=&uniplatform=NZKPT&language=CHS
35	网络数据爬取行为的刑法规制研究	王晓妍	河北师范大学	2023/5/30	河北师范大学	硕士	网络爬虫; 数据爬取; 公开数据; 反爬措施	"网络数据爬取行为主要采用网络爬虫作为技术依托,该项技术作为一种自动化的数据采集程序或脚本,由于其天然的便利性以及门槛低等特点,正成为多数行业获取数据的主要技术,并且在未来可能成为互联网平台与企业获取量级数据的基本手段。从目前的使用情况来看,利用该项技术的网络数据爬取行为不仅会侵犯他人的合法权益,具有一般的民事违法性,还具有刑事违法性,符合多项罪名的构成要件。因此将网络数据爬取行为放置于刑法视角下进行研究,具有一定的现实紧迫性。而刑事司法实践中在应对网络数据爬取行为时,由于在认定该行为的侵害对象、侵害行为以及侵害结果中存在的不规范性,造成了我国刑事规制的严厉化趋势,产生过度犯罪化现象。为此解决该项问题,不仅要对严重危害他人合法权益的网络数据爬取行为予以刑事制裁,还要坚守一定的规制原则,把握规制的合理限度,从而兼顾好对犯罪行为的打击与数据合规的高效流通使用。论文除引言外,分为四部分:第一部分是对网络数据爬取行为的概述,首先对网络爬虫技术与反网络爬虫措施的概念进行概括,清楚网络爬虫“是什么”的问题,其次对其技术原理进行简单的介绍,了解其主要的应用场景,最后介绍目前行为人滥用网络爬虫技术产生的..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmTpVHK9cfmNH2FGAabckUxEWHhbhcqxMIaxIyi7A2PLgTJO97GIiGn-jpjHYYUCV3mmQXrUIq7PdNfcR2ZFoSB-9v0ncUvGVUSKqBS4HMLZMgcu_TuT_yxNHhGDpp20WL8rjz_gdvyxA==&uniplatform=NZKPT&language=CHS
36	网络著作权诉讼的正当性缺失与修正――基于网络爬虫、商业化维权的视角分析	马驰升1王楠2	1. 湖南科技大学法学与公共管理学院2. 湖南科技大学法律服务中心	2023/5/23 9:34	西华师范大学学报(哲学社会科学版)	期刊	网络爬虫; 商业化维权; 著作权诉讼	大数据时代的来临，由网络爬虫技术的普及引起的商业化维权现象凸显，现有网络著作权诉讼程序在解决网络著作权纠纷时产生了不公正的结果，从而导致网络著作权诉讼的正当性缺失。为探究正当性缺失的原因、透过实体问题以规范诉讼程序，先以网络爬虫的技术特性为起点，从共同诉讼适用、证据收集和鉴定两个方面阐述著作权诉讼正当性缺失的外在表现形式并分析原因；再从商业化维权的视角，运用法社会学、法经济学、法哲学分析网络著作权诉讼正当性缺失的内在表现形式及其成因；最后将遵循自由市场规律、改变诉讼效益途径、完善著作权诉讼制度三个维度作为修正网络著作权诉讼正当性性缺失的切入点，为研究我国网络著作权诉讼制度提供新的研究视角。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmF7eiDKO6cM2xI5GVtfEyL6TjCvWV3J2yVS46jL9ErlkT7BQEjuoy-UIN1RDMvVE0oLZZPOAj27jkfj9dR0XtbQFgAfcMcVOC4aAIq2XrgVX9IdqY-DYRavLE1B9Fkjfs=&uniplatform=NZKPT&language=CHS
