1	大数据时代下网络爬虫的刑事入罪规制	李佳晓	上海政法学院刑事司法学院	2023/12/15	青岛远洋船员职业学院学报	期刊	网络爬虫; 恶意爬虫行为; 主客观统一原则; 罪刑法定原则	大数据时代下，数据信息呈爆炸式增长，网络爬虫作为一款数据搜索引擎应运而生，但在其使用过程中相关数据安全法益遭受到威胁。纵观实践中有关爬虫行为涉及的案件，以相关计算机信息系统被侵害案件与相关公民个人信息被侵害案件居多；而前者所涉及的罪名中，涉嫌非法侵入计算机信息系统和非法获取计算机信息系统数据的罪名较多。网络爬虫作为一项中立性的技术工具，只有在被划归为恶意爬虫行为时才需由刑法予以规制，而由于法律本身存在滞后性的缺点，恶意爬虫行为的入罪路径需要进一步明晰。总体来说，对于恶意爬虫之行为入罪不能脱离基本的定罪原则即主客观相统一原则和罪刑法定原则。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmaITjljQ4FDadToxEFvyZeul4NZnlEzH81p1TV8sCrPqyQGwTiDLuXjYz_9xNnMeUyV0Du2C8O20oLvHIaAgD0sxxWVKSk4vCSfmqWwl21oDBlT7DweD9QNiLJIoC1Zcw=&uniplatform=NZKPT&language=CHS
37	爬取公开数据行为的刑法规制	曹明明	赣南师范大学	2023/5/22	赣南师范大学	硕士	网络爬虫; 数据流通; 公开数据; 新型数据安全法益; 刑法规制	"网络爬虫技术本质上是一种提高信息下载速度的工具,网络爬虫的运用促进了数据的流通。反爬措施与用户身份认证技术同属于计算机信息系统安全措施,将规避反爬措施的技术行为直接认定为“侵入”计算机信息系统的行为,这属于创设了新的规则。“合约授权”是指数据控制方通过“协议”的方式表明是否允许他人爬取己方的数据。“技术措施”是指数据控制方采用技术手段验证网络爬虫的身份,并可以对未经授权的网络爬虫进行封禁,以阻止爬取方获取数据。若爬取方规避了反爬措施,就足以表明网络爬虫行为“未经授权”,该行为满足了侵入行为的不法性要求。网络爬虫即使规避了反爬措施,也只是伪装成普通用户,并没有获取“进入”网站后台服务器并“主动”获取数据的权限。网络爬虫程序伪装成普通用户,规避具有身份验证功能的反爬措施,进而获取数据,可被视为获取数据的“其他技术手段”,符合非法获取计算机信息系统数据罪的“客观要件”。立法机关和司法机关在罪状描述、司法解释中均未将非法获取计算机信息系统数据罪所保护的数据范围限缩为“危及计算机信息系统数据安全”的数据。依数据主体对数据权限的开放程度不同,可以将数据分为开放数据、公开数据和保密数据。公开数据允许..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUlTo4ZP7jSu8XNwJdUtsr1FtTgeK9wOymT1YOWirsn59R94BhjplWsP289DyBkS1Spxx2tSNtRaktkj2deLXF43fO-UmSaxIBQcmRD84b1f35oKENZRTy6Ka6BhSolvOrxCK2oV9D-8OQ==&uniplatform=NZKPT&language=CHS
38	基于知识图谱的高中信息技术课程教学辅助系统的设计与实现	吴佳侬	中央民族大学	2023/5/21	中央民族大学	硕士	高中信息技术; 知识图谱; 智能问答; 智能组卷	"随着我国教育信息化建设的不断推进,网络环境下的教育资源也日益丰富,通过网络环境进行教育资源获取已经成为当前中学生常见的学习方式。但在高中信息技术授课过程中,仍然存在着学科的知识索引困难、繁杂的网页信息干扰学生学习效率、知识点繁多缺乏关联性、教师对课堂作业无法进行及时的评价等问题。本文基于对以上问题的分析,利用知识图谱技术,同时以《普通高中信息技术课程标准》(2017年版)和高中信息技术必修一(2019)为标准,构建出了高中信息技术知识图谱,并基于该图谱设计出了 一款基于知识图谱的高中信息技术课程教学辅助系统来辅助教学。主要内容如下:1.获取原始数据。利用爬虫技术对网络上的高中信息技术教材、教辅资料、相关百科、习题库等相关课程数据进行爬取,并对爬取到的异构数据进行数据预处理。2.信息技术课程知识图谱构建。对预处理后的数据进行分词、词性标注、实体抽取和关系抽取等处理,形成三元组数据,之后将三元组数据存储在Neo4j图数据库中。3.教学辅助系统设计与实现。通过访谈法获得教师的实际需求,并根据需求进行系统的功能设计,最后使用Java后端语言和HTML前端语言对系统进行详细设计和实现。系统的主要..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUlTo4ZP7jSu8XNwJdUtsr1FtTgeK9wOymT1YOWirsn59aJes1Eh-QPBzEh5y8vVFK9EdbfpiOlOwzjk8TN8YgKysIqY10LIadw90Uv2VvCjSkg5gywNS54I2tp_rK0lszQ5kJTeyzSgZA==&uniplatform=NZKPT&language=CHS
39	基于OCR算法的物资供应商资质审查方法研究	徐雨许瑾瑾	宁波永耀电力投资集团有限公司	2023/5/20	电气技术与经济	期刊	OCR算法; 物资供应商; 资质审查; 机器人流程自动化; 网络爬虫; 图像分割	为解决物资供应商资质核查工作量大、准确率低的问题，提出了一种基于OCR算法的物资供应商资质审查方法。首先，通过程序接口获取资质的图像信息，在图像字符区域分割后，采用OCR算法识别资质文字信息，并组合成段落；其次，通过网络爬虫技术获取资质验证的官方网站，在此基础上，采用机器人流程自动化技术进行物资供应商资质验证。最后，在某省电力公司物资分公司进行应用，物资供应商资质审查准确率为99.1%。所提方法能有效提高物资供应商资质审查效率，提升审查准确率。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUlcqEAQSj8whd0ZCFBBi9lH8h335XfeCGVjxPkdFCb_yJkfDRdya85c6Y4mc8qEcrOlryflHqPHY9sSqGJ2uYtDnJYuIVxXl0Berh8WtwcWX57otnGz4h9XIKZMNyhjAzDrdsN-nGvB-g==&uniplatform=NZKPT&language=CHS
40	基于文本挖掘的网络舆情话题分析方法研究	周中雨	东北石油大学	2023/5/20	东北石油大学	硕士	蜉蝣算法; 特征选择; 文本表示; 话题检测; 话题跟踪	"随着互联网快速发展,网络逐渐成为人们获取信息的主要手段,同时也带来日益增多的网络信息安全问题。尤其在近几年,受疫情影响,网络舆情事件时常发生,人们对网络舆情关注度也越来越高。因此,面对互联网上极度丰富舆情数据,如何获取网络舆情方面的热点话题和敏感信息,成为当前研究的主要问题。本文结合当前网络舆情信息获取与分析方法,深入研究话题检测与话题跟踪相关技术,重点从特征选择、文本表示模型、文本分类算法和相似性度量等方面展开研究,构建一种高效的网络舆情话题分析方法,为网络舆情管理和监控提供解决方案,本文的主要研究内容如下:1.提出基于二进制蜉蝣优化的特征选择及文本聚类算法。针对文本冗余特征导致文本聚类精度低等问题,开展特征选择与文本聚类方法研究,提出了基于二进制蜉蝣优化的特征选择算法。该算法首先采用逆文档频率指数为目标函数对文本进行特征评估,构造向量空间模型;其次对蜉蝣算法中蜉蝣位置更新、交配与变异策略等进行改进优化,进一步得出最优特征子集;最后将新特征子集输入到K-means++算法完成文本聚类,得到最优的文本聚类效果。通过多种文本数据集实验验证,该算法不仅具有较好的聚类效果和寻优能力,而且能够..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkUfRPNkJ_vvtvk67-r-CpK9ZnrKKz5YG4F-kOboejVv5mq0R_DBSUmkemJ69K3-kfH4-32pxr30Y8qekpd9JKRIVKA19tjin2fPV6-I3234PeaapxePM-DSeRctXHBrzoQB3mRwaLQFQ==&uniplatform=NZKPT&language=CHS
41	论网络“白帽子”的刑事合规保护	刘昕帅	西北政法大学	2023/5/11 14:48	乐山师范学院学报	期刊	网络爬虫; 信息数据; 刑事合规	网络“白帽子”运用网络爬虫技术爬取用于模拟测试的网络信息数据，目的在于查找网络漏洞，客观行为因符合非法获取计算机信息系统数据罪的构成要件而存在法律风险，主观意图因以维护网络安全为追求而具备合法空间。实务中对网络“白帽子”的刑事治理既存在难以界定爬取网络信息数据的非法界限而使网络“白帽子”不当入罪的问题，又存在无法划定爬取网络信息数据的合法空间而难以发挥网络“白帽子”网络安全维护作用的问题。学界对网络“白帽子”是否入罪存在不同观点，但均认可能够划定网络“白帽子”边界赋予行为空间。网络“白帽子”刑事治理领域应引入刑事合规理念，通过内部风险控制机制与外部司法指导机制实现网络“白帽子”合规保护，实现网络安全维护的同时消解潜在信息数据安全风险。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmALysn_ZW4-2CWirqyJTizzRa6TGbMvm7ZN64n-ALYcjlsClXgynGvcFrI0LF2T-B15Soj1kzitWhTOg48r0mhlx5hI24B4Zx-74AmrCh7QG4MykEkGi5krtYAqTPZIJg=&uniplatform=NZKPT&language=CHS
42	网络爬虫技术与著作权侵权问题研究	张源	广西师范大学	2023/5/10	中阿科技论坛(中英文)	期刊	网络爬虫; 知识产权; 著作权侵权; 信息网络传播权; 复制权	网络爬虫作为一种模拟人机交互的技术，可以实现各类互联网信息的海量抓取，因此逐渐被广泛运用到日常生活中。本文针对网络爬虫的技术特点所可能引发的知识产权侵权问题展开讨论，重点对网络爬虫行为侵犯著作权的风险展开讨论；进而归纳网络爬虫行为的侵权责任要件以及网络爬虫行为对著作权人信息网络传播权和复制权的侵犯可能性，并基于此提出了对网络爬虫技术的使用加以法律规制的若干具体建议。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmALysn_ZW4-2CWirqyJTizveq7ORMCyKStDGH-Zyj0eD1AI4pRM17evlL2TaSlAjHdMYDix3FiD4bX1kbK7LHqCj2i2Myp_c9-z8NV_ixPqcJrLpw4jxjuHFpNh8_AgJEehTSdmzkjzA==&uniplatform=NZKPT&language=CHS
43	基于增量式爬虫技术的新闻分析系统设计	王龙霄李健沈丽民	战略支援部队信息工程大学洛阳校区	2023/5/10	现代计算机	期刊	Python爬虫; Tornado框架; TextRank算法; 新闻关键词抽取	新闻网站是获取外界信息的重要渠道，为有效收集新闻网站信息、对信息进行分析，基于Python设计了对新闻网站的爬虫分析系统。该系统包括爬虫、自然语言处理、系统可视化交互三个模块。在爬虫方面系统采用threading第三方库提供的多线程爬虫，并增加了增量式爬虫的设计；在自然语言处理方面，系统以TextRank算法为原理实现对文本信息对关键词句的抽取，使用TextRank4zh第三方库实现此功能。系统采取Tornado框架实现交互功能。系统以美国有限电视新闻网为例进行新闻信息爬取与分析，实验结果表明该系统的爬取效率高，健壮性好。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmhe5zInay3m8hV4gLRDuYyvkjOAkuoJn0iHNLagYFQma9wqpzNNnWa7kijtlWID33A_Zgj88FG2gWppU2d5SjFJWeiJgs0TR4libeREtKnKtPTr0NxpVuZwCphc0hICs_ZN04OuvqPug==&uniplatform=NZKPT&language=CHS
44	大数据技术在会计师事务所审计中的应用研究	陈心爽	湖北民族大学	2023/5/1	湖北民族大学	硕士	大数据技术; 大数据审计; 会计师事务所审计; 审计技术	"近年来,大数据、云计算等互联网技术的兴起,给各行业的商业与运营模式带来冲击,这场冲击的背后,是对现行模式的一场变革。同时随着国内经济快速发展,大规模企业涌现,会计资料电子化、无纸化成为趋势,企业财务信息呈现爆发性增长,在财务审计面对体量越来越大、资金链愈加复杂的审计项目时,传统审计模式在应对中,明显有措手不及之感。会计师事务所为了能够顺应时代需要,进一步提升审计质量,将大数据技术和审计进行深度融合,大数据等互联网技术的运用是社会审计转型面向现有需求的主要途径。基于此,本文选取了A会计师事务所审计项目作为研究对象,从审计准备、审计实施、审计报告三个阶段对审计G集团的项目中大数据技术的应用进行了深入研究。首先采用文献研究法,对大数据技术和大数据审计相关的文献进行梳理和归纳,明确本文的研究内容和研究方法,然后对相关理论和概念进行介绍,介绍本文所运用到的大数据概念和信息系统理论,并对目前会计师事务所审计过程中运用的大数据技术进行介绍。进一步通过案例分析法,以A会计师事务所审计项目为例,详细分析大数据技术在会计师事务所审计工作中的运用情况,发现大数据技术在应用过程中存在的优势:(1)大数据挖掘等..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmrSjyGkqzUih64AjumKqgQvf47Z627jpjNtJj0_XU_SdrZoC0cI5faj7JMjfjD5AQXStzXBGEq66y1eIJF0SQQBnrCrCGUuwS1Uv_qk966L9FLPsR3j0nE1xm3pJtyWz0InUfVokFBJA==&uniplatform=NZKPT&language=CHS
45	基于机器学习的新冠肺炎疫情数据可视化分析研究与实现	刘莉萍	吉林大学	2023/5/1	吉林大学	硕士	新冠肺炎; B/S架构; Echarts; 多源数据收集; MTS-LSTM	"随着新冠疫情的全面爆发,在全世界扩散,在疫情的发展阶段每日确诊病例增长迅速,给社会生活、生产带来严重影响,各国研究学者都在致力于新冠肺炎传播机制问题的研究。新冠疫情期间,对于疫情的各种数据也是人民群众十分关注的问题,各种针对疫情信息的追踪与预测分析是十分迫切的,对群众公开展示信息,帮助人们及时了解疫情的实时信息和未来发展的趋势。本文通过研究信息可视化技术,结合新冠疫情数据特点,利用多种疫情数据获取技术,对新冠疫情数据进行收集、提取、分析以及预测,研究当前新冠疫情信息追踪与预测系统技术。本文使用网络爬虫技术获取各地的新冠肺炎疫情数据,并利用Echarts技术实现数据的可视化展示。通过可视化展示,用户可以更加直观地了解全球疫情的发展趋势以及各地的疫情情况。在数据展示方面,本文使用了世界地图、中国地图、折线图、柱状图等多种形式来展示不同层级的疫情数据,如全球、国家、省市等。除了数据展示,本文还使用MTS-LSTM模型对疫情的趋势进行预测。该模型通过对武汉和中国其他地区的疫情数据进行分析,提出多变量长短时记忆预测模型,以预测全球疫情的发展趋势。通过与其他预测模型进行对比分析,本文证明了MTS-..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmrSjyGkqzUih64AjumKqgQvf47Z627jpjNtJj0_XU_Sb1VfkRHBhOZxBxiG83Tdk_nJAKcyX-r9xnFjBeacrM8PU3Wf_X_PfIxud-BhtBShTEJXBgG0EiXi_yI3Mv2zTlv1mR9WrL-NA==&uniplatform=NZKPT&language=CHS
46	基于知识图谱的高校政策文件知识建模研究	田永樟	哈尔滨师范大学	2023/5/1	哈尔滨师范大学	硕士	高校政策文件; 知识图谱; Scrapy框架; Neo4j数据库; 数字化建设	"党的二十大报告首次将“推进教育数字化”写入报告,明确了教育数字化未来发展的行动纲领,明确要汇聚静态资源和动态数据,积极运用人工智能、大数据等技术助学、助教、助管、助研,不断把教育数字化推向深入,努力办好人民满意的教育。高等教育处于教育数字化的前沿阵地,担负着重要的职责。各高校遵照国家和地方的法律法规,根据学校自身的发展定位,制定学校的各项规章制度,确保学校的学科、专业和文化建设按照教育教学规律高质量发展。但是,不是仅仅将规章制度进行数字化就能完成教育数字化的目的,需要建立各种政策文件的内部知识关联关系,才能实现政策文件高效管理、分析及评价,确保学校管理的合理化、科学化和长期化。本文采用知识图谱的方法构建了高校政策文件的内部知识关联关系,具体做了以下几个方面的工作:(1)本文使用爬虫技术进行高校政策文件采集,主要研究了Scrapy框架。接着详细研究了知识图谱。最后研究了Neo4j图数据库,为实现数据存储、分析提供技术。(2)研究了基于Neo4j的高校政策公文知识建模。首先详细分析了构建流程。其次详细研究了数据爬虫与数据预处理方法,从数据采集模块设计、高校政策公文数据采集、数据库设计进行分..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUmrSjyGkqzUih64AjumKqgQvf47Z627jpjNtJj0_XU_STyh21ghx6ob6xCKgeLb8MT6Zv0ANGx01SUdNMUeZUuIhYOZIGU9Kn-r9J38Jc4LKlGCIO6cSr1y4J-1Q94gJ2hnb4fMPe7WNA==&uniplatform=NZKPT&language=CHS
47	网络数据“爬虫”行为的法律规制研究	王朝辉	河北工程大学	2023/5/1	河北工程大学	硕士	数据爬虫; 互联网; 不正当竞争	"网络数据“爬虫”是互联网上一种按照设定程序高效抓取数据的工具,它能够深入搜索互联网上的绝大部分网站链接和信息,并保证所采集信息的特定性,这样可以大大提高网上数据检索的速度,降低生产的成本。随着网络空间的快速变化和海量数据的不断积累,数据爬虫已经成为许多互联网企业最基础的数据搜集手段之一,数据爬虫行为的不断增多,也导致在数据信息权属、专利和商用秘密防护、个人信息隐私防护、不正当竞争以及计算机信息系统安全性等相关方面引发了激烈的争论。随着数据爬虫相关“灰色收益”的滋生,大量数据爬虫争讼在互联网金融、内容、电子商务等各种情景中频发,对网络和信息商业业态造成了严重的影响,引起了产业界、监管者和全社会性的高度重视。为此,本文通过实践分析与法律分析提出爬虫合规专项建议,以期为这一现实问题的解决建言献策。从数据爬虫的历史渊源出发,明确数据爬虫的存在价值,结合政府文件、学者观点、新闻媒体报道以及司法实践等,进行综合分析,明确其涉案法域。通过对数据爬虫行为拆解与分析,划分出不同阶段,分阶段展开结合数据爬虫现实技术,将系列相关司法案例进行整理,对比明确其合法性审查的区别。最后,结合数据爬虫的技术现实进行法..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUnSr9Im2vLyJ0DJ8HdVglyge5iewvq46t_SlsqSmr1jyE0dd1HlGVDiMigstPeHvPhZUclvQfMvRaQZj_Yj_eCfEVtUpNJEjnoFo90aOQQodXS-kpH_hU6AuRCpCMPhEN3lb6DvCRW-gA==&uniplatform=NZKPT&language=CHS
48	网络爬虫行为入罪标准界定研究	邱飞龙	江西师范大学	2023/5/1	江西师范大学	硕士	数据抓取; 网络爬虫; 入罪标准; 刑事违法性判断	"进入大数据时代以来,数据已经成为不可或缺的生产要素之一,如何高效地获取数据和处理数据是这个时代的发展议题。网络爬虫是一种基于计算机编程语言按照预先设定的规则来访问、获取、储存目的数据的全自动化脚本程序,它实现了数据的高效率处理,实现了对大体量网络数据抓取和处理的全自动化,而且还兼具了成本低廉、可拓展性强的各项优点,因此受到广泛地应用。然而,利用网络爬虫技术进行数据爬取的行为具有两面性,一方面促进了数据流通带来了数据处理便利,另一方面激化了数据分配的矛盾带来了数据治理的新挑战。在网络爬虫技术的应用过程中引发了不少的法律问题且争论不休,争论的焦点也已经从最初的反不正当竞争领域转移到刑事领域,如何发挥刑法的评价、保障、保护机能是健全数据要素安全保障制度的关键。本文立足于实际,收集了大量的案例样本,从样本中找寻网络爬虫行为刑事治理的规律和存在的问题。依托计算机科学解读网络爬虫行为的行为逻辑和运行机理,结合刑事规范的含义,明确网络爬虫行为的入罪标准。根据内容分布,全文可分为三个部分:第一部分重点梳理了网络爬虫的相关概念并进行了案例统计,对样本进行了初步分析,为后文的论述夯实理论基础。首先,对网络..."	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUnSr9Im2vLyJ0DJ8HdVglyge5iewvq46t_SlsqSmr1jyKqnKLlQmlEPHrLxJdlaw9FB-QYcjZ7a4qEfvD3bToo5bowpc_yOMea78gTjGJrkFfY3qIaLox-gn7CaZjd53tkl7eb1j7yvQA==&uniplatform=NZKPT&language=CHS
49	Web及网络数据库系统的安全漏洞与应对技术研究	谢帆彭玉涛	井冈山大学网络信息中心	2023/4/25	信息技术与信息化	期刊	Web; 网络数据库系统; 安全漏洞; 应对	针对当前Web及数据库的安全漏洞会对用户的网络安全带来极大威胁，以及黑客不法分子会利用这些安全漏洞盗取及篡改重要信息，提出了一种基于集中网络爬虫的安全漏洞应对系统。首先对Web及网络数据库系统的主要安全漏洞做了简要介绍，其次对Web及网络数据库的安全漏洞处理系统设计和相对应的技术做了详细分析，系统以防护最为常见的SQL攻击和XSS攻击为主，但为增强扩展性，加入了插件模块，还可以针对新型其他的安全漏洞问题编写应对程序通过插件加入系统之中，增加系统的适用范围。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkRip9E4vixQihoTxN8oxXQ-Gqlw6GpdqSgw-e-QFr3ZuH7pmAPfNzoBSqJ_jdwQWvhJGiXh7DIIDqVs7PHjMbNeUUTeFOMjisGn3Hn9eanaqxD1G2VOSHKfx4SXnBoqhHP2j49EFjrTg==&uniplatform=NZKPT&language=CHS
50	基于规则过滤的机场网站漏洞自动化检测系统	宋健张超	广东省机场管理集团有限公司工程建设指挥部	2023/4/25	自动化与仪器仪表	期刊	规则过滤; 机场网站漏洞; 爬虫技术; 漏洞扫描; 系统设计	为了确保机场网站中的信息安全，需要及时检测并修复网站中存在的漏洞。针对目前机场网站漏洞检测系统中存在的问题，提出基于规则过滤的机场网站漏洞自动化检测系统设计方法，在系统硬件中设计了参数配置模块、网络爬虫模块、漏洞扫描模块和漏洞评价模块，在软件设计中引入了规则过滤方法，设置反过滤规则集，转变机场网站中的攻击代码，深度挖掘网站中存在的漏洞。实验结果表明，所提方法的漏洞类型检测全面、检测性能高、漏洞检测效率高。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkRip9E4vixQihoTxN8oxXQ-Gqlw6GpdqRNQDfiJ79uCMoa8yKR_r2pZAoxl7B6gNG00zPmxHcH2f9eFhlQ27fAK7IQ0uw794869hTyTdGAVEMk8K3WCDo1G3BZs35KXGbb9Gv5E3W_0A==&uniplatform=NZKPT&language=CHS
51	一种利用网络爬虫技术提高多语种术语库校审效率的方法	刘雯	北京航天情报与信息研究所	2023/4/20	科技资讯	期刊	网络爬虫; 多语种术语库; 校审; 多语种智能翻译系统	为保障多语种智能翻译系统充分发挥其标准化、快速翻译的作用，必须构建高质量的多语种术语库，不断充实翻译系统的后台词汇。在多语种术语库的构建过程中校审是保证术语库质量的关键环节。然而，与运用数万词条量，甚至体量更为庞大的待校审术语库对比，单纯使用传统的人力校审方式，已经不能满足为智能翻译系统及时扩充术语库的需求。针对上述问题，文章提出了一种网络爬虫技术在多语种术语库校审中的应用方法，并介绍了网络爬虫技术的概念、原理、分类、特点，详细阐述了该技术在多语种术语库校审中的应用实践，最后对网络爬虫技术在翻译和情报专业领域的应用进行了展望。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUk0D-uWc4Nw7B6tFUQnTLc9r--dLimWqQuIiZsVENYAlgV1PtJ4EqXMImXLkpaJBy5EK3oIXcs1II_yY3HwyC6XQ9oD15zbAAMdpmGJfiza0_kzeltnjEMvYChZakORLsaIh_JC9vqVWQ==&uniplatform=NZKPT&language=CHS
1	大数据时代下网络爬虫的刑事入罪规制	李佳晓	上海政法学院刑事司法学院	2023-12-15	青岛远洋船员职业学院学报	期刊	网络爬虫; 恶意爬虫行为; 主客观统一原则; 罪刑法定原则	大数据时代下，数据信息呈爆炸式增长，网络爬虫作为一款数据搜索引擎应运而生，但在其使用过程中相关数据安全法益遭受到威胁。纵观实践中有关爬虫行为涉及的案件，以相关计算机信息系统被侵害案件与相关公民个人信息被侵害案件居多；而前者所涉及的罪名中，涉嫌非法侵入计算机信息系统和非法获取计算机信息系统数据的罪名较多。网络爬虫作为一项中立性的技术工具，只有在被划归为恶意爬虫行为时才需由刑法予以规制，而由于法律本身存在滞后性的缺点，恶意爬虫行为的入罪路径需要进一步明晰。总体来说，对于恶意爬虫之行为入罪不能脱离基本的定罪原则即主客观相统一原则和罪刑法定原则。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUn6ncRbD3Cqccr5PMp19xm7sPbZOucF4fSn93kLHy9UVroLPcN1gso3CZP-LT2VwQBolkpA2vW_292m3KUEkndSmSYVDiUPGZigjRfnhSt252JbBQ0oKs9S9-UdPelKx5E=&uniplatform=NZKPT&language=CHS
2	基于Python网络爬虫技术的乡村旅游数据采集与分析	张启宁吴国俊	宁德师范学院	2023-12-15	产业科技创新	期刊	乡村旅游; 网络爬虫; Python; 数据采集	乡村旅游近年来逐渐成为旅游业的新热点，其中，不同的地区因其独特的特色和开发程度呈现出不同的发展态势。乡村旅游不仅促进了地方经济的发展，也为保护传统文化和生态环境提供了重要的机会。在这样的大背景下，如何获取、分析和利用数据变得尤为重要。Python作为一种广泛使用的编程语言，因其强大的网络爬虫工具和简洁的语法，已经成为数据采集领域的首选工具。以霞浦民宿为例，本文详细探讨了使用Python进行数据采集的方法和步骤，以及如何利用直方图和箱线图等工具进行数据分析和可视化。这些工具不仅展示了霞浦民宿的评分分布、集中趋势和偏态情况，还揭示了其中可能存在的异常值，为民宿经营者提供了宝贵的参考，帮助他们更好地理解市场反馈，从而提高服务质量。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUm7TqKTzexIl619aBt6Rd6nTyj0jUO0ZJ3Ov8Dgw70IESZb0Xi7ggzJAmlL2hqEkNpQzY03HzhmAYm-g8TroGkTkc7Vl3ztRXTY6Nap9iQzxnoAX0E4Wjem3oA5K7KJGx0=&uniplatform=NZKPT&language=CHS
3	基于逆向技术的深层网络爬虫与数据分析	邢羽琪杨柽	云南民族大学数学与计算机科学学院	2023-12-05	软件工程	期刊	深层网络爬虫; JavaScript加密; 逆向技术; Ajax; 数据挖掘	大数据时代，各行各业对数据采集的需求日益增多，其中使用JavaScript加密技术进行数据采集的需求广泛，但也存在不少瓶颈。文章采用JavaScript逆向爬虫技术还原参数加密过程，动态构造出某购物网站商品评价的统一资源定位系统(Uniform Resource Locator, URL),实现了指定分类下多商品评价数据的动态采集，为同类加密数据的采集提供了新的思路。使用SnowNLP[基于Python的中文自然语言处理(NLP)库]对采集到的乐高评论数据进行情感分析发现，约66%的购买者对商品给出了积极评论；情感分布呈极性，高段集中在0.8～1.0,低段集中在0.0～0.2;词云分析显示出购买者群体比较注重商品的快递包装外观。以上结论可为在线商家提升经营管理水平提供参考。	https://kns.cnki.net/kcms2/article/abstract?v=OHSidZhWKUkhaifTx6Fg8nwzelv0Yq3IR9oaH7gVroKsUptROdWCtfQ8bug6RbKRvFIgzFZWH7OYCahONdEbfCA3pmGoymlgeeM9r63bCq91PqnsB627IgK3Vq4dKrmhS_4T2qqwLrA=&uniplatform=NZKPT&language=CHS
